Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,0.00167710775396347,1100,0.00149348
1110,0.00156694394804478,1110,0.00141884
1120,0.00166315083274841,1120,0.0015264
1130,0.00153023946735382,1130,0.00141968
1140,0.00138560392983437,1140,0.00129608
1150,0.00157237677165031,1150,0.00147976
1160,0.00153636016011715,1160,0.00145092
1170,0.00163613736888886,1170,0.00154568
1180,0.00167073986602783,1180,0.00157664
1190,0.00162557850942135,1190,0.00153052
1200,0.00147122289597988,1200,0.0013818
1210,0.00154232444845676,1210,0.00144548
1220,0.0014321643901062,1220,0.00134016
1230,0.00171166533952713,1230,0.00159952
1240,0.00149973478719234,1240,0.00140124
1250,0.00180590591794014,1250,0.00168712
1260,0.00167703446797371,1260,0.00156604
1270,0.00154591024407864,1270,0.00144356
1280,0.00196351795566082,1280,0.0018338
1290,0.00178071081665039,1290,0.00167284
1300,0.00163946349577904,1300,0.0015628
1310,0.00168991254763603,1310,0.00164236
1320,0.0019489140734911,1320,0.00193052
1330,0.0016814,1330,0.0016814
1340,0.00174991888768673,1340,0.0017306
1350,0.00179660485527515,1350,0.00172772
1360,0.00193413475708008,1360,0.00179968
1370,0.00187154485069752,1370,0.00170204
1380,0.00189655859986782,1380,0.00170012
1390,0.00212780039165497,1390,0.00189416
1400,0.0021314412496233,1400,0.00188796
1410,0.00199080588935852,1410,0.00176076
1420,0.00184677863984108,1420,0.0016276
1430,0.0021180688138485,1430,0.00185252
1440,0.00210855812618732,1440,0.00182132
1450,0.00218939069858551,1450,0.00186216
1460,0.00273044289559364,1460,0.00228348
1470,0.00263416045067787,1470,0.00215996
1480,0.00284869232072353,1480,0.00228756
1490,0.0030703728400898,1490,0.00241144
1500,0.00306737621765137,1500,0.00235708
