Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,-9.32949300956726E-4,1100,-8.308E-4
1110,-5.35847032499313E-4,1110,-4.852E-4
1120,-8.76466542100906E-4,1120,-8.044E-4
1130,-1.7590941696167E-4,1130,-1.632E-4
1140,-6.55983096218109E-4,1140,-6.136E-4
1150,-1.79365031528473E-4,1150,-1.688E-4
1160,7.45456367492676E-5,1160,7.04E-5
1170,-3.85302263259888E-5,1170,-3.64E-5
1180,3.71313203430176E-4,1180,3.504E-4
1190,1.91179554462433E-4,1190,1.8E-4
1200,-6.23071094751358E-4,1200,-5.852E-4
1210,-6.28248495483398E-4,1210,-5.888E-4
1220,-4.83885532951355E-4,1220,-4.528E-4
1230,-4.297569272995E-4,1230,-4.016E-4
1240,-8.4338943529129E-5,1240,-7.88E-5
1250,-2.9800145072937E-4,1250,-2.784E-4
1260,2.82711233139038E-5,1260,2.64E-5
1270,-1.76056169557571E-4,1270,-1.644E-4
1280,-3.35783199310303E-4,1280,-3.136E-4
1290,-3.19770886230469E-4,1290,-3.004E-4
1300,7.00768886089325E-5,1300,6.68E-5
1310,-1.20181802749634E-4,1310,-1.168E-4
1320,1.34469135046005E-4,1320,1.332E-4
1330,2.664E-4,1330,2.664E-4
1340,4.88594017410278E-4,1340,4.832E-4
1350,6.8465065908432E-4,1350,6.584E-4
1360,1.38422695541382E-4,1360,1.288E-4
1370,5.41437736177444E-4,1370,4.924E-4
1380,6.95653214406967E-4,1380,6.236E-4
1390,2.3365633392334E-4,1390,2.08E-4
1400,8.73367524051666E-4,1400,7.736E-4
1410,0.00136311341705322,1410,0.0012056
1420,7.67032661914825E-4,1420,6.76E-4
1430,4.66027275562286E-4,1430,4.076E-4
1440,0.00117854752182961,1440,0.001018
1450,0.00149834574165344,1450,0.0012744
1460,0.00177447459888458,1460,0.001484
1470,0.00186199567403793,1470,0.0015268
1480,0.00223904456830025,1480,0.001798
1490,0.00213295316562653,1490,0.0016752
1500,0.00314769528198242,1500,0.0024188
