Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,5.2733869972229E-4,1100,4.696E-4
1110,0.00136236788806915,1110,0.0012336
1120,0.00131273855037689,1120,0.0012048
1130,5.21692143440247E-4,1130,4.84E-4
1140,0.00137012375507355,1140,0.0012816
1150,0.00123090315475464,1150,0.0011584
1160,0.00101314297218323,1160,9.568E-4
1170,0.00112245747241974,1170,0.0010604
1180,0.00136529660758972,1180,0.0012884
1190,7.20534498596191E-4,1190,6.784E-4
1200,0.00138285156846046,1200,0.0012988
1210,0.0014366062743187,1210,0.0013464
1220,5.86476105308533E-4,1220,5.488E-4
1230,0.00109964695839882,1230,0.0010276
1240,8.99472692155838E-4,1240,8.404E-4
1250,0.00132987429018021,1250,0.0012424
1260,0.00138357164096832,1260,0.001292
1270,8.2459398150444E-4,1270,7.7E-4
1280,9.75227480649948E-4,1280,9.108E-4
1290,0.00130505694580078,1290,0.001226
1300,0.00116445129275322,1300,0.00111
1310,9.16180455207825E-4,1310,8.904E-4
1320,0.00121224127149582,1320,0.0012008
1330,0.0013388,1330,0.0013388
1340,8.23895706510544E-4,1340,8.148E-4
1350,0.00111557294511795,1350,0.0010728
1360,0.00122431005249023,1360,0.0011392
1370,0.00132962329525948,1370,0.0012092
1380,0.00120701856637001,1380,0.001082
1390,0.0015942551399231,1390,0.0014192
1400,0.0013904336124897,1400,0.0012316
1410,0.00154401765289307,1410,0.0013656
1420,0.0014954867579937,1420,0.001318
1430,0.00130341289043427,1430,0.00114
1440,0.00157494700264931,1440,0.0013604
1450,0.00181532158279419,1450,0.001544
1460,0.0020169701842308,1460,0.0016868
1470,0.00268835686655045,1470,0.0022044
1480,0.00188936508288383,1480,0.0015172
1490,0.00178866559638977,1490,0.0014048
1500,0.00256104858398437,1500,0.001968
