Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,-4.62701528606415E-4,1100,-4.1204E-4
1110,-6.31398321146965E-4,1110,-5.7172E-4
1120,-3.05651907496452E-4,1120,-2.8052E-4
1130,-3.10945763511658E-4,1130,-2.8848E-4
1140,-3.20679089865684E-4,1140,-2.9996E-4
1150,-6.26630014176369E-4,1150,-5.8972E-4
1160,-6.46852820701599E-4,1160,-6.1088E-4
1170,-4.80484624557495E-4,1170,-4.5392E-4
1180,-3.44015748748779E-4,1180,-3.2464E-4
1190,-2.63233004322052E-4,1190,-2.4784E-4
1200,-5.3188892018795E-4,1200,-4.9956E-4
1210,-2.56335629339218E-4,1210,-2.4024E-4
1220,-2.00949283604622E-4,1220,-1.8804E-4
1230,-2.6675748714447E-4,1230,-2.4928E-4
1240,-3.94552133789063E-4,1240,-3.6864E-4
1250,-2.77235545039177E-4,1250,-2.59E-4
1260,-2.50028101186752E-4,1260,-2.3348E-4
1270,-3.4127481821537E-4,1270,-3.1868E-4
1280,-3.42421770215035E-4,1280,-3.198E-4
1290,-3.32118896484375E-6,1290,-3.12E-6
1300,5.7278414940834E-5,1300,5.46E-5
1310,-1.93896052312851E-4,1310,-1.8844E-4
1320,1.00993185210228E-4,1320,1.0004E-4
1330,1.6968E-4,1330,1.6968E-4
1340,2.04538075003624E-4,1340,2.0228E-4
1350,4.48267323994637E-4,1350,4.3108E-4
1360,3.20521620483398E-4,1360,2.9824E-4
1370,2.74897307157517E-4,1370,2.5E-4
1380,3.12307687468529E-4,1380,2.7996E-4
1390,5.72592819843292E-4,1390,5.0972E-4
1400,5.88732803053856E-4,1400,5.2148E-4
1410,6.51888413848877E-4,1410,5.7656E-4
1420,6.06591214585304E-4,1420,5.346E-4
1430,0.00102910164422989,1430,9.0008E-4
1440,0.00115886647284031,1440,0.001001
1450,0.00126950235248566,1450,0.00107976
1460,0.00166924969005585,1460,0.001396
1470,0.00177423748127937,1470,0.00145484
1480,0.00177933061233044,1480,0.00142884
1490,0.00217863747769833,1490,0.00171108
1500,0.00241295542907715,1500,0.0018542
