Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,6.28359546031952E-4,1100,5.5956E-4
1110,8.10838605237007E-4,1110,7.342E-4
1120,4.48475421094894E-4,1120,4.116E-4
1130,6.31807989253998E-4,1130,5.8616E-4
1140,7.19742600550652E-4,1140,6.7324E-4
1150,4.71747034344673E-4,1150,4.4396E-4
1160,6.65023319659233E-4,1160,6.2804E-4
1170,5.62329599819183E-4,1170,5.3124E-4
1180,4.61259164352417E-4,1180,4.3528E-4
1190,4.76716840138435E-4,1190,4.4884E-4
1200,4.72477834939957E-4,1200,4.4376E-4
1210,8.13308650131226E-4,1210,7.6224E-4
1220,6.53587438058853E-4,1220,6.116E-4
1230,8.22273961496353E-4,1230,7.684E-4
1240,9.19080426235199E-4,1240,8.5872E-4
1250,5.62434921951294E-4,1250,5.2544E-4
1260,8.12323609886169E-4,1260,7.5856E-4
1270,5.39562898235321E-4,1270,5.0384E-4
1280,7.96756997036934E-4,1280,7.4412E-4
1290,8.35577080078125E-4,1290,7.8496E-4
1300,8.51287328867912E-4,1300,8.1148E-4
1310,8.46499704504013E-4,1310,8.2268E-4
1320,6.87811644816399E-4,1320,6.8132E-4
1330,0.00107628,1330,0.00107628
1340,6.24858358855247E-4,1340,6.1796E-4
1350,9.79807468128204E-4,1350,9.4224E-4
1360,7.44774285793305E-4,1360,6.93E-4
1370,9.68474209008217E-4,1370,8.8076E-4
1380,0.00115998723295212,1380,0.00103984
1390,0.00117982968458176,1390,0.00105028
1400,0.00107143318902016,1400,9.4904E-4
1410,0.00129839492668152,1410,0.00114836
1420,9.80394824261665E-4,1420,8.6404E-4
1430,0.00100600608248711,1430,8.7988E-4
1440,0.00115090143654346,1440,9.9412E-4
1450,0.00134249144824982,1450,0.00114184
1460,0.00146760050113678,1460,0.00122736
1470,0.00169638196396828,1470,0.001391
1480,0.00188229179414749,1480,0.00151152
1490,0.00207881445466518,1490,0.00163268
1500,0.00218048301086426,1500,0.00167556
