Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,-2.74898879241943E-4,1100,-2.448E-4
1110,1.55497242736816E-4,1110,1.408E-4
1120,-7.40921492576599E-6,1120,-6.8E-6
1130,-4.22958671665192E-4,1130,-3.924E-4
1140,-2.5700511136055E-4,1140,-2.404E-4
1150,-3.47679136943817E-4,1150,-3.272E-4
1160,-3.34184701108932E-4,1160,-3.156E-4
1170,-8.12098616409302E-4,1170,-7.672E-4
1180,-5.87064825057983E-4,1180,-5.54E-4
1190,4.88569972515106E-5,1190,4.6E-5
1200,-4.43773124217987E-4,1200,-4.168E-4
1210,-4.35335234642029E-4,1210,-4.08E-4
1220,-2.00479076814651E-4,1220,-1.876E-4
1230,-1.00162471103668E-4,1230,-9.36E-5
1240,1.96505457258224E-4,1240,1.836E-4
1250,-3.18553274917603E-4,1250,-2.976E-4
1260,-9.73640352916718E-4,1260,-9.092E-4
1270,1.73057645988464E-4,1270,1.616E-4
1280,-6.08178753852844E-5,1280,-5.68E-5
1290,7.06817138671875E-5,1290,6.64E-5
1300,-4.19622087478638E-6,1300,-4E-6
1310,-1.41172460079193E-4,1310,-1.372E-4
1320,9.4895635843277E-5,1320,9.4E-5
1330,7.56E-5,1330,7.56E-5
1340,5.49263804340363E-4,1340,5.432E-4
1350,2.42913721084595E-4,1350,2.336E-4
1360,3.06507397270203E-4,1360,2.852E-4
1370,-2.66540429019928E-4,1370,-2.424E-4
1380,3.50727021503449E-4,1380,3.144E-4
1390,0.00122489839668274,1390,0.0010904
1400,2.86757175683975E-4,1400,2.54E-4
1410,4.33717905426025E-4,1410,3.836E-4
1420,7.19830651950836E-4,1420,6.344E-4
1430,0.00107657331371307,1430,9.416E-4
1440,0.001032676217556,1440,8.92E-4
1450,4.00687561798096E-4,1450,3.408E-4
1460,0.00107712043037415,1460,9.008E-4
1470,0.00103709793109894,1470,8.504E-4
1480,0.00130108663234711,1480,0.0010448
1490,0.00229542022862434,1490,0.0018028
1500,0.00247828298950195,1500,0.0019044
