Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,0.00133851498407364,1100,0.00119196
1110,0.00114043091434479,1110,0.00103264
1120,9.57488486495018E-4,1120,8.7876E-4
1130,0.00121291267597198,1130,0.00112528
1140,0.00118132549107075,1140,0.001105
1150,0.00121921467521191,1150,0.0011474
1160,0.00130420979930878,1160,0.00123168
1170,0.00123631217416763,1170,0.00116796
1180,0.00107358685119629,1180,0.00101312
1190,0.0011507309804821,1190,0.00108344
1200,0.00125057140302658,1200,0.00117456
1210,0.00113558476354122,1210,0.00106428
1220,0.00131833160086155,1220,0.00123364
1230,0.00130189810197353,1230,0.0012166
1240,0.00105487896881104,1240,9.856E-4
1250,0.00116032174062729,1250,0.001084
1260,0.00133456836055756,1260,0.00124624
1270,0.00121247442319393,1270,0.0011322
1280,0.00122064045667648,1280,0.00114
1290,0.00142432169311523,1290,0.00133804
1300,0.00128190351503849,1300,0.00122196
1310,0.00139254490213394,1310,0.00135336
1320,0.00124555569684505,1320,0.0012338
1330,0.00131144,1330,0.00131144
1340,0.00125432762151718,1340,0.00124048
1350,0.001412393546772,1350,0.00135824
1360,0.00133405947538376,1360,0.00124132
1370,0.00155024487809181,1370,0.00140984
1380,0.00147675709626675,1380,0.0013238
1390,0.00156873267883301,1390,0.00139648
1400,0.00155246270640373,1400,0.00137512
1410,0.00188628846710205,1410,0.00166832
1420,0.00159629028119564,1420,0.00140684
1430,0.00165794119663239,1430,0.00145008
1440,0.00198334034626484,1440,0.00171316
1450,0.00201961580444336,1450,0.00171776
1460,0.00201443522051811,1460,0.00168468
1470,0.00229254253856659,1470,0.00187984
1480,0.00208079218579769,1480,0.00167092
1490,0.00234894777822018,1490,0.00184484
1500,0.00251154538879395,1500,0.00192996
