Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,-2.51092276954651E-4,1100,-2.236E-4
1110,-2.48265484142303E-4,1110,-2.248E-4
1120,-2.12688051986694E-4,1120,-1.952E-4
1130,-1.77634019088745E-4,1130,-1.648E-4
1140,1.19308529233932E-4,1140,1.116E-4
1150,2.35894768953323E-4,1150,2.22E-4
1160,3.10042080116272E-4,1160,2.928E-4
1170,2.11704540252686E-6,1170,2E-6
1180,1.59800317001343E-4,1180,1.508E-4
1190,2.23892500448227E-4,1190,2.108E-4
1200,4.80399312973022E-4,1200,4.512E-4
1210,5.1087870182991E-4,1210,4.788E-4
1220,9.57512008666992E-5,1220,8.96E-5
1230,4.93963639545441E-4,1230,4.616E-4
1240,3.44205637550354E-4,1240,3.216E-4
1250,6.31112267780304E-4,1250,5.896E-4
1260,2.1717362909317E-4,1260,2.028E-4
1270,4.63057711172104E-4,1270,4.324E-4
1280,6.31734973192215E-4,1280,5.9E-4
1290,0.00119051850585937,1290,0.0011184
1300,6.91117578077316E-4,1300,6.588E-4
1310,3.97999326229095E-4,1310,3.868E-4
1320,6.54577981710434E-4,1320,6.484E-4
1330,8.032E-4,1330,8.032E-4
1340,1.89694200468063E-4,1340,1.876E-4
1350,6.47631273508072E-4,1350,6.228E-4
1360,8.25377563476562E-4,1360,7.68E-4
1370,7.18691519832611E-4,1370,6.536E-4
1380,9.1697713637352E-4,1380,8.22E-4
1390,0.0011682816696167,1390,0.00104
1400,0.00103277741856575,1400,9.148E-4
1410,0.00105828977966309,1410,9.36E-4
1420,0.00144374609322548,1420,0.0012724
1430,0.00126591118621826,1430,0.0011072
1440,0.00163190627384186,1440,0.0014096
1450,0.0020989067937851,1450,0.0017852
1460,0.00238238759489059,1460,0.0019924
1470,0.00311763540811539,1470,0.0025564
1480,0.00302955930242538,1480,0.0024328
1490,0.00280828647451401,1490,0.0022056
1500,0.00302120446777344,1500,0.0023216
