Wavelength,S2c,Wavelength,S2
nm,V,nm,V
1100,0.00110768077812195,1100,9.864E-4
1110,8.21219813203812E-4,1110,7.436E-4
1120,8.19372003555298E-4,1120,7.52E-4
1130,0.00112702749004364,1130,0.0010456
1140,5.22990434598923E-4,1140,4.892E-4
1150,9.41028862094879E-4,1150,8.856E-4
1160,0.00137485873231888,1160,0.0012984
1170,0.00104709065608978,1170,9.892E-4
1180,0.00104188111190796,1180,9.832E-4
1190,0.00110799172897339,1190,0.0010432
1200,0.00100509076118469,1200,9.44E-4
1210,0.00114979717855453,1210,0.0010776
1220,6.30932019996643E-4,1220,5.904E-4
1230,8.56945586109161E-4,1230,8.008E-4
1240,0.00118288579173088,1240,0.0011052
1250,0.00158720025553703,1250,0.0014828
1260,3.43536983299255E-4,1260,3.208E-4
1270,0.00112101945433617,1270,0.0010468
1280,0.0011285570538044,1280,0.001054
1290,0.00104149079589844,1290,9.784E-4
1300,6.48735747241974E-4,1300,6.184E-4
1310,0.00114872401189804,1310,0.0011164
1320,0.0012150679500103,1320,0.0012036
1330,8.788E-4,1330,8.788E-4
1340,9.47662071847916E-4,1340,9.372E-4
1350,0.00166462450647354,1350,0.0016008
1360,0.00110566202774048,1360,0.0010288
1370,0.0016924877407074,1370,0.0015392
1380,0.00113339266490936,1380,0.001016
1390,0.00109144468288422,1390,9.716E-4
1400,0.00175892787289619,1400,0.001558
1410,0.00144859066848755,1410,0.0012812
1420,0.00159760649108887,1420,0.001408
1430,0.00144107158517838,1430,0.0012604
1440,0.00149020272111893,1440,0.0012872
1450,0.00203635814857483,1450,0.001732
1460,0.00176777846832275,1460,0.0014784
1470,0.00196492496070862,1470,0.0016112
1480,0.00206320858774185,1480,0.0016568
1490,0.00241255949034691,1490,0.0018948
1500,0.00237677801513672,1500,0.0018264
